Pickup Location,Drop Location,Total_Bookings,Completed_Bookings,Cancelled_Bookings,Revenue,Avg_Ride_Distance,Avg_Booking_Value,Completion_Rate,Cancellation_Rate
Jama Masjid,Shivaji Park,3,3,0,1274.0,24.59,424.67,100.0,0.0
Govindpuri,Kadarpur,3,2,0,1541.0,29.5,770.5,66.67,0.0
Jama Masjid,Rohini East,3,2,1,502.0,30.89,251.0,66.67,33.33
Govindpuri,Kanhaiya Nagar,3,2,1,1518.0,45.02,759.0,66.67,33.33
Jama Masjid,Punjabi Bagh,3,2,0,1464.0,8.64,732.0,66.67,0.0
Govindpuri,Keshav Puram,3,2,1,535.0,26.0,267.5,66.67,33.33
Jama Masjid,Nirman Vihar,3,3,0,2093.0,28.07,697.67,100.0,0.0
Govindpuri,Khan Market,3,2,1,1814.0,9.17,907.0,66.67,33.33
Jama Masjid,Maidan Garhi,3,1,2,563.0,37.27,563.0,33.33,66.67
Jama Masjid,Madipur,3,3,0,972.0,26.02,324.0,100.0,0.0
Jahangirpuri,Sadar Bazar Gurgaon,3,3,0,1014.0,30.06,338.0,100.0,0.0
Jahangirpuri,Rajouri Garden,3,1,2,977.0,34.64,977.0,33.33,66.67
Ghitorni Village,Okhla,3,3,0,1186.0,37.02,395.33,100.0,0.0
Govindpuri,Pulbangash,3,1,1,192.0,15.16,192.0,33.33,33.33
Jahangirpuri,Chhatarpur,3,2,1,1060.0,25.34,530.0,66.67,33.33
Greater Kailash,Ghitorni Village,3,1,2,240.0,43.17,240.0,33.33,66.67
Jahangirpuri,Chandni Chowk,3,2,0,3483.0,18.14,1221.67,66.67,0.0
Greater Kailash,Gurgaon Sector 56,3,3,0,2406.0,31.0,802.0,100.0,0.0
Greater Kailash,IGI Airport,3,1,1,137.0,25.87,216.0,33.33,33.33
Greater Kailash,IIT Delhi,3,2,0,1242.0,26.78,621.0,66.67,0.0
Indraprastha,Vidhan Sabha,3,2,0,586.0,25.22,494.0,66.67,0.0
Indraprastha,Vaishali,3,2,1,954.0,30.4,477.0,66.67,33.33
Indraprastha,Udyog Vihar Phase 4,3,2,0,476.0,19.14,257.0,66.67,0.0
Indraprastha,Udyog Bhawan,3,0,3,0.0,,,0.0,100.0
Indraprastha,Tagore Garden,3,2,1,449.0,25.28,224.5,66.67,33.33
Indraprastha,Shivaji Park,3,1,2,142.0,16.29,142.0,33.33,66.67
Indraprastha,Shahdara,3,2,1,1095.0,8.49,547.5,66.67,33.33
Greater Kailash,Jhilmil,3,3,0,508.0,41.25,169.33,100.0,0.0
Indraprastha,Saket A Block,3,2,1,438.0,33.44,219.0,66.67,33.33
Greater Kailash,Lok Kalyan Marg,3,2,1,978.0,36.99,489.0,66.67,33.33
Indraprastha,Noida Extension,3,2,0,1025.0,13.34,512.5,66.67,0.0
Indraprastha,Nirman Vihar,3,0,2,0.0,,,0.0,66.67
Greater Kailash,MG Road,3,3,0,866.0,19.56,288.67,100.0,0.0
Indraprastha,Munirka,3,0,1,0.0,7.31,318.0,0.0,33.33
Indraprastha,Maidan Garhi,3,1,1,254.0,5.28,254.0,33.33,33.33
Indraprastha,Lok Kalyan Marg,3,1,1,648.0,10.84,401.0,33.33,33.33
Greater Kailash,Mehrauli,3,2,1,703.0,40.91,351.5,66.67,33.33
Indraprastha,Khan Market,3,2,1,1022.0,19.87,511.0,66.67,33.33
Greater Kailash,Nehru Place,3,2,1,1809.0,30.26,904.5,66.67,33.33
Greater Kailash,Noida Sector 18,3,2,0,2312.0,31.68,1156.0,66.67,0.0
Greater Kailash,Old Gurgaon,3,2,1,2552.0,7.57,1276.0,66.67,33.33
Jahangirpuri,Civil Lines Gurgaon,3,2,1,625.0,7.82,312.5,66.67,33.33
Jahangirpuri,DLF City Court,3,0,2,0.0,,,0.0,66.67
Jahangirpuri,Ghaziabad,3,0,2,0.0,,,0.0,66.67
Greater Kailash,Arjangarh,3,3,0,853.0,17.44,284.33,100.0,0.0
Jahangirpuri,Punjabi Bagh,3,0,3,0.0,,,0.0,100.0
Jahangirpuri,Pataudi Chowk,3,3,0,2181.0,26.4,727.0,100.0,0.0
Jahangirpuri,Panchsheel Park,3,1,2,313.0,31.77,313.0,33.33,66.67
Govindpuri,Shastri Nagar,3,1,2,437.0,33.79,437.0,33.33,66.67
Jahangirpuri,Noida Film City,3,2,0,1178.0,4.73,578.67,66.67,0.0
Jahangirpuri,New Delhi Railway Station,3,2,1,349.0,22.39,174.5,66.67,33.33
Jahangirpuri,Manesar,3,3,0,1015.0,19.95,338.33,100.0,0.0
Jahangirpuri,Lal Quila,3,1,2,438.0,11.07,438.0,33.33,66.67
Govindpuri,Sultanpur,3,2,0,1151.0,20.78,606.0,66.67,0.0
Govindpuri,Tis Hazari,3,1,2,467.0,12.09,467.0,33.33,66.67
Jahangirpuri,Karkarduma,3,2,1,1977.0,7.34,988.5,66.67,33.33
Greater Kailash,Adarsh Nagar,3,3,0,1494.0,18.42,498.0,100.0,0.0
Greater Kailash,Ashram,3,1,0,93.0,22.32,93.0,33.33,0.0
Jahangirpuri,Govindpuri,3,2,1,734.0,34.64,367.0,66.67,33.33
Jahangirpuri,Indraprastha,3,2,1,826.0,25.22,413.0,66.67,33.33
Jahangirpuri,India Gate,3,2,0,1666.0,30.14,833.0,66.67,0.0
Jahangirpuri,Inderlok,3,2,1,366.0,23.47,183.0,66.67,33.33
Greater Kailash,Badarpur,3,1,0,361.0,13.26,361.0,33.33,0.0
Greater Kailash,Bahadurgarh,3,0,2,0.0,,,0.0,66.67
Greater Kailash,Bhiwadi,3,2,1,465.0,37.07,232.5,66.67,33.33
Greater Kailash,Botanical Garden,3,3,0,1306.0,26.57,435.33,100.0,0.0
Greater Kailash,Chirag Delhi,3,2,1,1317.0,25.96,658.5,66.67,33.33
Jahangirpuri,Gwal Pahari,3,1,0,919.0,26.36,651.5,33.33,0.0
Jahangirpuri,Green Park,3,1,2,156.0,35.92,156.0,33.33,66.67
Jahangirpuri,Greater Noida,3,3,0,2712.0,28.11,904.0,100.0,0.0
Greater Kailash,DLF City Court,3,2,1,1286.0,25.5,643.0,66.67,33.33
Janakpuri,Kalkaji,3,3,0,1303.0,10.92,434.33,100.0,0.0
Janakpuri,Kanhaiya Nagar,3,2,1,530.0,14.39,265.0,66.67,33.33
Govindpuri,Bhikaji Cama Place,3,1,1,507.0,21.28,740.0,33.33,33.33
Govindpuri,Barakhamba Road,3,1,2,391.0,19.82,391.0,33.33,66.67
Ghitorni Village,Sonipat,3,2,0,661.0,27.47,500.67,66.67,0.0
Jhilmil,Qutub Minar,3,2,0,669.0,20.9,489.67,66.67,0.0
Jhilmil,Paschim Vihar,3,3,0,1982.0,33.6,660.67,100.0,0.0
Ghitorni Village,Tis Hazari,3,2,1,822.0,21.65,411.0,66.67,33.33
Ghitorni Village,Tughlakabad,3,3,0,1213.0,30.86,404.33,100.0,0.0
Jhilmil,Noida Sector 62,3,2,0,1894.0,15.68,651.67,66.67,0.0
Jhilmil,Noida Film City,3,3,0,1544.0,28.33,514.67,100.0,0.0
Jhilmil,Noida Extension,3,3,0,411.0,26.49,137.0,100.0,0.0
Jhilmil,Munirka,3,0,2,0.0,,,0.0,66.67
Jhilmil,Kherki Daula Toll,3,2,0,452.0,17.74,261.67,66.67,0.0
Jhilmil,Kadarpur,3,3,0,346.0,25.46,115.33,100.0,0.0
Ghitorni Village,Yamuna Bank,3,2,1,2030.0,30.09,1015.0,66.67,33.33
Jhilmil,Jasola,3,1,1,328.0,23.49,328.0,33.33,33.33
Jhilmil,Jama Masjid,3,0,3,0.0,,,0.0,100.0
Jhilmil,India Gate,3,2,1,1484.0,15.24,742.0,66.67,33.33
Golf Course Road,Ashram,3,3,0,1229.0,34.06,409.67,100.0,0.0
Jhilmil,IGNOU Road,3,2,0,727.0,35.58,363.5,66.67,0.0
Golf Course Road,Chandni Chowk,3,2,1,722.0,34.22,361.0,66.67,33.33
Golf Course Road,Chirag Delhi,3,3,0,1930.0,19.53,643.33,100.0,0.0
Jhilmil,Dwarka Sector 21,3,1,2,84.0,35.28,84.0,33.33,66.67
Golf Course Road,Govindpuri,3,3,0,1745.0,21.64,581.67,100.0,0.0
Jhilmil,Aya Nagar,3,2,1,378.0,26.61,189.0,66.67,33.33
Golf Course Road,Green Park,3,2,1,776.0,26.78,388.0,66.67,33.33
Golf Course Road,Gurgaon Railway Station,3,2,0,1362.0,27.57,681.0,66.67,0.0
Jhilmil,Ardee City,3,3,0,940.0,21.42,313.33,100.0,0.0
Jasola,Vatika Chowk,3,1,1,607.0,5.41,607.0,33.33,33.33
Jasola,Vasant Kunj,3,2,1,382.0,15.82,191.0,66.67,33.33
Jhilmil,Rithala,3,2,1,278.0,20.31,139.0,66.67,33.33
Jhilmil,Rohini,3,2,1,1128.0,15.9,564.0,66.67,33.33
Jhilmil,Rohini West,3,1,2,376.0,20.81,376.0,33.33,66.67
Jor Bagh,Connaught Place,3,0,1,0.0,,,0.0,33.33
Jor Bagh,Kadarpur,3,1,2,373.0,45.2,373.0,33.33,66.67
Jor Bagh,Jahangirpuri,3,3,0,1084.0,37.43,361.33,100.0,0.0
Jor Bagh,ITO,3,3,0,518.0,42.76,172.67,100.0,0.0
Jor Bagh,IGI Airport,3,1,0,174.0,16.29,263.0,33.33,0.0
Ghitorni Village,Panchsheel Park,3,2,0,2210.0,30.16,1105.0,66.67,0.0
Jor Bagh,Hauz Khas,3,2,0,1522.0,21.9,749.33,66.67,0.0
Jor Bagh,Greater Noida,3,2,1,643.0,34.76,321.5,66.67,33.33
Jor Bagh,Govindpuri,3,1,1,438.0,19.29,438.0,33.33,33.33
Jor Bagh,Golf Course Road,3,1,2,721.0,38.01,721.0,33.33,66.67
Ghitorni Village,Pataudi Chowk,3,2,1,4002.0,24.47,2001.0,66.67,33.33
Ghitorni Village,Patel Chowk,3,3,0,1344.0,6.53,448.0,100.0,0.0
Jor Bagh,Delhi Gate,3,3,0,668.0,19.48,222.67,100.0,0.0
Ghitorni Village,Peeragarhi,3,3,0,856.0,34.89,285.33,100.0,0.0
Ghitorni Village,Shastri Park,3,2,1,346.0,37.92,173.0,66.67,33.33
Ghitorni Village,Pitampura,3,3,0,1141.0,37.86,380.33,100.0,0.0
Ghitorni Village,Pragati Maidan,3,1,1,140.0,41.41,140.0,33.33,33.33
Jor Bagh,Anand Vihar ISBT,3,3,0,1569.0,24.19,523.0,100.0,0.0
Jor Bagh,Akshardham,3,2,0,751.0,16.72,375.5,66.67,0.0
Ghitorni Village,Punjabi Bagh,3,1,1,457.0,17.94,457.0,33.33,33.33
Ghitorni Village,Raj Nagar Extension,3,1,2,493.0,31.96,493.0,33.33,66.67
Ghitorni Village,Rajouri Garden,3,2,1,474.0,25.06,237.0,66.67,33.33
Ghitorni Village,Rohini East,3,2,0,972.0,31.14,486.0,66.67,0.0
Ghitorni Village,Seelampur,3,1,2,577.0,15.35,577.0,33.33,66.67
Jhilmil,Tis Hazari,3,0,1,0.0,7.14,435.5,0.0,33.33
Jhilmil,Subhash Nagar,3,2,0,527.0,36.19,296.67,66.67,0.0
Jhilmil,Sonipat,3,2,1,399.0,25.18,199.5,66.67,33.33
Golf Course Road,Hauz Rani,3,1,1,59.0,31.55,59.0,33.33,33.33
Jasola,Sikanderpur,3,1,1,138.0,33.88,138.0,33.33,33.33
Jasola,Punjabi Bagh,3,3,0,1246.0,45.0,415.33,100.0,0.0
Janakpuri,Sarojini Nagar,3,1,2,743.0,25.31,743.0,33.33,66.67
Golf Course Road,Rajiv Nagar,3,2,1,910.0,22.42,455.0,66.67,33.33
Golf Course Road,Rohini West,3,1,2,327.0,14.5,327.0,33.33,66.67
Janakpuri,Udyog Vihar Phase 4,3,0,2,0.0,12.88,95.0,0.0,66.67
Janakpuri,Tughlakabad,3,2,0,641.0,17.59,320.5,66.67,0.0
Janakpuri,Tis Hazari,3,1,1,587.0,18.16,373.5,33.33,33.33
Janakpuri,Tagore Garden,3,2,0,852.0,30.31,497.0,66.67,0.0
Golf Course Road,Saket A Block,3,2,1,1952.0,32.3,976.0,66.67,33.33
Janakpuri,Subhash Nagar,3,3,0,1039.0,22.02,346.33,100.0,0.0
Janakpuri,Sonipat,3,3,0,1830.0,31.65,610.0,100.0,0.0
Janakpuri,Sohna Road,3,2,0,1426.0,22.12,713.0,66.67,0.0
Janakpuri,Seelampur,3,2,0,733.0,46.36,366.5,66.67,0.0
Golf Course Road,Sikanderpur,3,0,2,0.0,,,0.0,66.67
Janakpuri,Saket,3,3,0,1293.0,41.72,431.0,100.0,0.0
Jasola,Ashram,3,2,1,967.0,40.7,483.5,66.67,33.33
Janakpuri,Rohini West,3,3,0,1902.0,23.86,634.0,100.0,0.0
Golf Course Road,Subhash Chowk,3,1,0,586.0,14.32,518.0,33.33,0.0
Janakpuri,Rohini,3,2,0,562.0,25.99,281.0,66.67,0.0
Golf Course Road,Sushant Lok,3,3,0,2119.0,33.03,706.33,100.0,0.0
Janakpuri,Palam Vihar,3,1,1,848.0,23.51,848.0,33.33,33.33
Govindpuri,AIIMS,3,3,0,784.0,27.18,261.33,100.0,0.0
Janakpuri,Noida Extension,3,3,0,592.0,24.89,197.33,100.0,0.0
Janakpuri,New Delhi Railway Station,3,2,1,2207.0,30.06,1103.5,66.67,33.33
Janakpuri,Moolchand,3,3,0,1997.0,23.27,665.67,100.0,0.0
Janakpuri,Meerut,3,3,0,658.0,30.12,219.33,100.0,0.0
Janakpuri,Mansarovar Park,3,1,2,214.0,35.62,214.0,33.33,66.67
Govindpuri,Ashok Vihar,3,2,1,650.0,30.95,325.0,66.67,33.33
Jasola,Anand Vihar,3,2,1,1791.0,31.24,895.5,66.67,33.33
Jasola,Aya Nagar,3,2,0,1287.0,34.64,643.5,66.67,0.0
Golf Course Road,Kashmere Gate ISBT,3,1,1,90.0,43.17,90.0,33.33,33.33
Golf Course Road,Noida Extension,3,1,2,310.0,12.81,310.0,33.33,66.67
Jasola,Noida Sector 62,3,1,2,169.0,35.18,169.0,33.33,66.67
Jasola,New Colony,3,1,2,237.0,9.37,237.0,33.33,66.67
Jasola,Moolchand,3,2,1,1281.0,24.74,640.5,66.67,33.33
Golf Course Road,Lok Kalyan Marg,3,2,0,1630.0,17.55,680.0,66.67,0.0
Jasola,Model Town,3,0,2,0.0,,,0.0,66.67
Golf Course Road,Malviya Nagar,3,2,1,380.0,40.84,190.0,66.67,33.33
Golf Course Road,Moolchand,3,1,2,983.0,5.62,983.0,33.33,66.67
Jasola,Lok Kalyan Marg,3,2,1,1281.0,31.43,640.5,66.67,33.33
Golf Course Road,Mundka,3,0,2,0.0,,,0.0,66.67
Golf Course Road,Nawada,3,1,2,67.0,43.14,67.0,33.33,66.67
Jasola,Khan Market,3,2,1,467.0,27.6,233.5,66.67,33.33
Jasola,Kadarpur,3,3,0,1246.0,18.97,415.33,100.0,0.0
Golf Course Road,Noida Film City,3,2,1,1135.0,17.91,567.5,66.67,33.33
Golf Course Road,Qutub Minar,3,1,2,720.0,44.83,720.0,33.33,66.67
Jasola,India Gate,3,1,2,587.0,48.79,587.0,33.33,66.67
Golf Course Road,Panipat,3,0,2,0.0,,,0.0,66.67
Golf Course Road,Paschim Vihar,3,2,1,1926.0,30.18,963.0,66.67,33.33
Jasola,Huda City Centre,3,1,2,563.0,28.79,563.0,33.33,66.67
Jasola,Gwal Pahari,3,0,2,0.0,10.66,89.0,0.0,66.67
Jasola,Greater Kailash,3,3,0,513.0,28.62,171.0,100.0,0.0
Jasola,Govindpuri,3,0,3,0.0,,,0.0,100.0
Golf Course Road,Peeragarhi,3,3,0,2099.0,26.19,699.67,100.0,0.0
Golf Course Road,Pragati Maidan,3,2,1,1007.0,20.7,503.5,66.67,33.33
Jasola,GTB Nagar,3,2,0,1411.0,13.09,960.67,66.67,0.0
Golf Course Road,Preet Vihar,3,1,2,910.0,23.68,910.0,33.33,66.67
Jasola,Bhikaji Cama Place,3,2,1,1199.0,25.17,599.5,66.67,33.33
Model Town,Yamuna Bank,3,2,1,399.0,26.71,199.5,66.67,33.33
Manesar,Faridabad Sector 15,3,2,1,930.0,26.1,465.0,66.67,33.33
Paharganj,Greater Kailash,3,3,0,1011.0,44.64,337.0,100.0,0.0
Panchsheel Park,Pragati Maidan,3,3,0,1561.0,33.67,520.33,100.0,0.0
Panipat,Badshahpur,3,2,0,1598.0,14.16,799.0,66.67,0.0
Panipat,Ardee City,3,2,0,630.0,28.42,315.0,66.67,0.0
Panipat,Anand Vihar,3,3,0,2679.0,28.06,893.0,100.0,0.0
Panipat,Ambience Mall,3,2,1,1243.0,13.7,621.5,66.67,33.33
Panchsheel Park,Vatika Chowk,3,2,1,840.0,20.58,420.0,66.67,33.33
Ashok Park Main,Netaji Subhash Place,3,1,2,655.0,4.96,655.0,33.33,66.67
Ashok Park Main,Okhla,3,2,1,2380.0,30.8,1190.0,66.67,33.33
Ashok Park Main,Panipat,3,3,0,1561.0,16.91,520.33,100.0,0.0
Panchsheel Park,Satguru Ram Singh Marg,3,1,1,862.0,8.14,862.0,33.33,33.33
Panchsheel Park,Sarojini Nagar,3,2,1,364.0,8.51,182.0,66.67,33.33
Ashok Park Main,Ramesh Nagar,3,3,0,2892.0,22.82,964.0,100.0,0.0
Panchsheel Park,Rohini West,3,1,1,417.0,7.82,286.0,33.33,33.33
Ashok Park Main,Satguru Ram Singh Marg,3,3,0,826.0,22.98,275.33,100.0,0.0
Panipat,Bhikaji Cama Place,3,2,1,1859.0,32.48,929.5,66.67,33.33
Ashok Park Main,Shahdara,3,2,1,1088.0,45.44,544.0,66.67,33.33
Panchsheel Park,Panipat,3,2,1,1469.0,33.67,734.5,66.67,33.33
Panchsheel Park,Old Gurgaon,3,3,0,861.0,15.89,287.0,100.0,0.0
Panchsheel Park,Noida Sector 62,3,1,0,392.0,14.43,460.33,33.33,0.0
Panchsheel Park,Noida Film City,3,0,2,0.0,,,0.0,66.67
Ashok Park Main,Shastri Park,3,2,1,845.0,20.08,422.5,66.67,33.33
Panchsheel Park,Malviya Nagar,3,2,1,930.0,20.14,465.0,66.67,33.33
Ashok Park Main,South Extension,3,2,1,491.0,41.44,245.5,66.67,33.33
Panchsheel Park,MG Road,3,2,1,337.0,21.35,168.5,66.67,33.33
Ashok Park Main,Sultanpur,3,1,1,271.0,22.98,544.5,33.33,33.33
Ashok Park Main,Sushant Lok,3,1,0,184.0,17.03,184.0,33.33,0.0
Panchsheel Park,Khandsa,3,1,2,304.0,29.25,304.0,33.33,66.67
Ashok Park Main,MG Road,3,2,0,725.0,25.36,362.5,66.67,0.0
Panipat,DLF City Court,3,1,1,1123.0,13.74,735.0,33.33,33.33
Ashok Park Main,Azadpur,3,2,1,234.0,13.68,117.0,66.67,33.33
Panipat,Khan Market,3,1,2,281.0,37.22,281.0,33.33,66.67
Panipat,Ramesh Nagar,3,2,1,1573.0,13.38,786.5,66.67,33.33
Panipat,Pragati Maidan,3,3,0,1585.0,30.39,528.33,100.0,0.0
Panipat,Peeragarhi,3,2,1,1524.0,30.38,762.0,66.67,33.33
Panipat,Pataudi Chowk,3,2,0,189.0,14.36,390.67,66.67,0.0
Panipat,Paharganj,3,2,1,590.0,14.96,295.0,66.67,33.33
Panipat,Old Gurgaon,3,2,1,456.0,8.16,228.0,66.67,33.33
Panipat,Noida Sector 62,3,3,0,1271.0,17.36,423.67,100.0,0.0
Panipat,Nawada,3,3,0,3160.0,40.14,1053.33,100.0,0.0
Ashok Park Main,DLF Phase 3,3,2,0,861.0,21.95,335.33,66.67,0.0
Panipat,Model Town,3,2,0,874.0,21.39,763.67,66.67,0.0
Panipat,Malviya Nagar,3,3,0,2267.0,29.34,755.67,100.0,0.0
Ashok Park Main,Govindpuri,3,1,2,202.0,34.08,202.0,33.33,66.67
Panipat,Kashmere Gate,3,1,0,806.0,27.76,1018.5,33.33,0.0
Ashok Park Main,Inderlok,3,3,0,964.0,38.17,321.33,100.0,0.0
Panipat,Karkarduma,3,2,0,288.0,24.94,144.0,66.67,0.0
Panipat,Kanhaiya Nagar,3,1,2,928.0,22.89,928.0,33.33,66.67
Panipat,Kalkaji,3,3,0,1307.0,22.12,435.67,100.0,0.0
Panipat,Jhilmil,3,2,1,798.0,9.13,399.0,66.67,33.33
Panipat,ITO,3,0,1,0.0,,,0.0,33.33
Panipat,IGNOU Road,3,1,2,1391.0,24.65,1391.0,33.33,66.67
Panipat,Hero Honda Chowk,3,1,0,1325.0,43.18,1325.0,33.33,0.0
Panipat,Gwal Pahari,3,2,0,805.0,17.15,402.5,66.67,0.0
Ashok Park Main,Gurgaon Sector 29,3,2,1,1255.0,24.53,627.5,66.67,33.33
Ashok Park Main,IFFCO Chowk,3,2,1,1384.0,23.36,692.0,66.67,33.33
Ashok Park Main,INA Market,3,1,1,183.0,28.0,183.0,33.33,33.33
Panipat,Ghitorni,3,2,1,792.0,23.01,396.0,66.67,33.33
Panchsheel Park,Khan Market,3,2,0,1046.0,19.2,458.33,66.67,0.0
Panchsheel Park,Kanhaiya Nagar,3,0,1,0.0,5.78,497.5,0.0,33.33
Ashok Park Main,Vatika Chowk,3,2,1,185.0,33.14,92.5,66.67,33.33
Palam Vihar,MG Road,3,3,0,1104.0,21.13,368.0,100.0,0.0
Ashok Vihar,ITO,3,0,3,0.0,,,0.0,100.0
Palam Vihar,Noida Sector 18,3,3,0,2233.0,28.54,744.33,100.0,0.0
Ashok Vihar,Indirapuram,3,2,0,1014.0,25.46,507.0,66.67,0.0
Palam Vihar,Netaji Subhash Place,3,3,0,1653.0,22.15,551.0,100.0,0.0
Palam Vihar,Nehru Place,3,2,1,954.0,19.74,477.0,66.67,33.33
Ashok Vihar,Jahangirpuri,3,3,0,935.0,25.54,311.67,100.0,0.0
Ashok Vihar,Jhilmil,3,2,1,664.0,23.99,332.0,66.67,33.33
Ashok Vihar,Jor Bagh,3,2,1,753.0,36.98,376.5,66.67,33.33
Palam Vihar,Mehrauli,3,1,1,647.0,7.14,798.0,33.33,33.33
Palam Vihar,Meerut,3,3,0,464.0,30.11,154.67,100.0,0.0
Palam Vihar,Manesar,3,2,1,647.0,24.94,323.5,66.67,33.33
Ashok Vihar,Kanhaiya Nagar,3,2,1,169.0,28.16,84.5,66.67,33.33
Ashok Vihar,Karkarduma,3,2,1,553.0,18.68,276.5,66.67,33.33
Panchsheel Park,Indirapuram,3,2,0,1810.0,18.43,745.33,66.67,0.0
Ashok Vihar,Kashmere Gate ISBT,3,1,0,229.0,12.05,164.0,33.33,0.0
Palam Vihar,Jasola,3,3,0,1391.0,28.19,463.67,100.0,0.0
Ashok Vihar,Model Town,3,2,1,949.0,10.52,474.5,66.67,33.33
Palam Vihar,India Gate,3,3,0,1064.0,29.86,354.67,100.0,0.0
Palam Vihar,IMT Manesar,3,2,1,966.0,19.99,483.0,66.67,33.33
Ashok Vihar,Netaji Subhash Place,3,3,0,1601.0,28.75,533.67,100.0,0.0
Ashok Vihar,Noida Extension,3,1,2,487.0,36.36,487.0,33.33,66.67
Palam Vihar,Golf Course Road,3,3,0,1064.0,27.43,354.67,100.0,0.0
Palam Vihar,GTB Nagar,3,2,1,1580.0,15.82,790.0,66.67,33.33
Palam Vihar,Faridabad Sector 15,3,3,0,1019.0,31.15,339.67,100.0,0.0
Palam Vihar,DLF City Court,3,1,1,481.0,24.1,462.5,33.33,33.33
Palam Vihar,Cyber Hub,3,1,1,999.0,13.33,999.0,33.33,33.33
Ashok Vihar,Hero Honda Chowk,3,0,2,0.0,,,0.0,66.67
Ashok Vihar,Hauz Rani,3,1,2,210.0,19.86,210.0,33.33,66.67
Palam Vihar,Pulbangash,3,2,0,509.0,17.47,254.5,66.67,0.0
Palam Vihar,Sarojini Nagar,3,0,3,0.0,,,0.0,100.0
Panchsheel Park,India Gate,3,2,1,2171.0,33.34,1085.5,66.67,33.33
Ashok Vihar,Adarsh Nagar,3,3,0,576.0,29.73,192.0,100.0,0.0
Ashok Vihar,Anand Vihar,3,0,3,0.0,,,0.0,100.0
Panchsheel Park,IGI Airport,3,2,1,518.0,42.98,259.0,66.67,33.33
Panchsheel Park,Hauz Khas,3,2,1,760.0,18.56,380.0,66.67,33.33
Panchsheel Park,Gurgaon Railway Station,3,1,1,530.0,44.81,530.0,33.33,33.33
Panchsheel Park,Ghaziabad,3,1,2,925.0,34.74,925.0,33.33,66.67
Panchsheel Park,Faridabad Sector 15,3,3,0,1076.0,28.88,358.67,100.0,0.0
Panchsheel Park,Dwarka Sector 21,3,2,1,1920.0,20.8,960.0,66.67,33.33
Panchsheel Park,DLF Phase 3,3,1,2,247.0,22.0,247.0,33.33,66.67
Panchsheel Park,DLF City Court,3,1,1,295.0,7.63,256.0,33.33,33.33
Panchsheel Park,Cyber Hub,3,1,1,549.0,47.48,549.0,33.33,33.33
Ashok Vihar,Ardee City,3,3,0,3099.0,37.07,1033.0,100.0,0.0
Ashok Vihar,Bhikaji Cama Place,3,3,0,1241.0,23.47,413.67,100.0,0.0
Ashok Vihar,Bhiwadi,3,3,0,2004.0,11.5,668.0,100.0,0.0
Panchsheel Park,Ashram,3,3,0,935.0,31.84,311.67,100.0,0.0
Panchsheel Park,Ardee City,3,0,2,0.0,,,0.0,66.67
Panchsheel Park,Anand Vihar ISBT,3,2,1,357.0,22.66,178.5,66.67,33.33
Ashok Vihar,Central Secretariat,3,3,0,3088.0,31.04,1029.33,100.0,0.0
Ashok Vihar,Connaught Place,3,3,0,1745.0,33.88,581.67,100.0,0.0
Ashok Vihar,Cyber Hub,3,2,1,721.0,36.52,360.5,66.67,33.33
Palam Vihar,Udyog Bhawan,3,3,0,1444.0,29.9,481.33,100.0,0.0
Ashok Vihar,DLF Phase 3,3,3,0,1925.0,35.01,641.67,100.0,0.0
Palam Vihar,South Extension,3,3,0,749.0,17.67,249.67,100.0,0.0
Palam Vihar,Satguru Ram Singh Marg,3,1,2,602.0,22.28,602.0,33.33,66.67
Ashok Park Main,Barakhamba Road,3,3,0,535.0,5.91,178.33,100.0,0.0
Panipat,Sadar Bazar Gurgaon,3,1,2,106.0,2.5,106.0,33.33,66.67
Noida Film City,Shastri Park,3,2,1,1136.0,16.52,568.0,66.67,33.33
Pataudi Chowk,Saidulajab,3,2,0,1565.0,19.88,709.67,66.67,0.0
Patel Chowk,Dwarka Sector 21,3,1,1,406.0,3.85,406.0,33.33,33.33
Ardee City,Udyog Vihar,3,2,1,540.0,19.17,270.0,66.67,33.33
Patel Chowk,Chirag Delhi,3,3,0,918.0,28.98,306.0,100.0,0.0
Ardee City,Vaishali,3,3,0,1691.0,17.64,563.67,100.0,0.0
Patel Chowk,Botanical Garden,3,3,0,493.0,13.45,164.33,100.0,0.0
Patel Chowk,Badarpur,3,0,2,0.0,,,0.0,66.67
Patel Chowk,Ardee City,3,3,0,1379.0,30.42,459.67,100.0,0.0
Patel Chowk,Ambience Mall,3,2,1,974.0,24.94,487.0,66.67,33.33
Arjangarh,AIIMS,3,2,1,481.0,41.08,240.5,66.67,33.33
Pataudi Chowk,Tilak Nagar,3,3,0,1227.0,31.68,409.0,100.0,0.0
Pataudi Chowk,Seelampur,3,1,2,687.0,47.66,687.0,33.33,66.67
Arjangarh,Anand Vihar,3,2,0,589.0,16.24,1020.67,66.67,0.0
Pataudi Chowk,Noida Film City,3,1,2,1199.0,37.98,1199.0,33.33,66.67
Patel Chowk,Ghitorni,3,0,2,0.0,10.0,374.0,0.0,66.67
Pataudi Chowk,Moti Nagar,3,2,1,574.0,37.38,287.0,66.67,33.33
Pataudi Chowk,MG Road,3,2,0,1838.0,35.17,919.0,66.67,0.0
Arjangarh,Green Park,3,2,1,1863.0,28.42,931.5,66.67,33.33
Arjangarh,Gurgaon Railway Station,3,2,1,1258.0,19.45,629.0,66.67,33.33
